H2,CH4,C2H2,C2H4,C2H6,CO,CO2,Status
10216,6137,228,1082,9164,961,30560,T1&T2
1114,6448,1156,1482,2204,268,2570,T1&T2
97,43498,1422,31832,6464,2334,959,T1&T2
980,11859,103,3426,763,6170,357,T1&T2
36,680,1480,661,6418,262,200,T1&T2
568,35610,1429,8414,7112,577,4910,T1&T2
3209,18026,757,11076,3284,15492,56583,T1&T2
16068,7457,144,863,128,5669,139,T1&T2
18017,5773,44,461,2278,15669,68185,T1&T2
257,9054,1101,8482,563,3101,173,T1&T2
6426,14050,1099,6359,18544,320,37115,T1&T2
21133,27056,1445,955,17298,1084,7673,T1&T2
6257,1216,1388,4668,224,111,11861,T1&T2
8764,10878,156,8872,1111,9910,36255,T1&T2
5791,26011,1144,4653,8727,9365,59962,T1&T2
3211,3608,93,952,3480,2173,57572,T1&T2
38489,27894,1306,25195,9143,15711,2145,T1&T2
25229,15392,1360,9827,5289,13045,9189,T1&T2
33753,33767,578,1590,6063,3947,3658,T1&T2
28427,1794,904,11324,1341,138,15376,T1&T2
1977,2420,1370,4428,2012,1660,11635,T1&T2
39891,5735,661,1213,54,15671,795,T1&T2
2857,5874,341,1503,2656,1700,5362,T1&T2
25390,1348,965,4811,4747,230,49686,T1&T2
39986,40866,1354,15256,6978,13588,1193,T1&T2
15530,2127,192,6143,382,3915,2567,T1&T2
39989,15899,688,6365,5302,1079,13357,T1&T2
3401,10205,769,8376,18112,15573,10879,T1&T2
1362,2934,1245,104,3196,79,39835,T1&T2
33878,7730,1174,8029,5210,644,14086,T1&T2
12913,20860,1446,19832,10767,13357,63593,T1&T2
341,7179,1244,9113,17410,400,74181,T1&T2
16023,27282,1025,4760,2427,6729,2987,T1&T2
1317,6264,1317,604,2036,12742,130,T1&T2
38079,36166,1522,22870,5719,13007,9823,T1&T2
462,5250,1219,440,5287,2210,2261,T1&T2
336,16549,775,1049,11252,175,3755,T1&T2
382,15969,1194,3890,15004,15713,73100,T1&T2
7201,38801,1463,12633,1223,14799,330,T1&T2
12879,31,319,410,61,76,58504,T1&T2
24122,18870,1415,13604,4194,456,12479,T1&T2
34882,18251,613,33110,3841,15567,1379,T1&T2
4305,2673,27,1283,1157,15703,22392,T1&T2
512,18172,1191,682,14917,126,66064,T1&T2
36788,3882,367,10443,216,4088,598,T1&T2
20077,40231,1229,17933,5936,6698,5068,T1&T2
4366,3171,538,445,9072,114,53140,T1&T2
11870,4667,25,8541,877,15756,6789,T1&T2
3669,6239,539,14065,4345,501,2135,T1&T2
24918,821,348,295,1235,239,25918,T1&T2
2365,11849,864,7776,4550,148,12582,T1&T2
133,5860,755,17581,3245,6157,492,T1&T2
4889,6103,1375,9238,21129,995,70699,T1&T2
3545,16001,1190,4394,15256,8762,61695,T1&T2
25862,16553,756,6389,85,15739,275,T1&T2
13723,21023,1114,7359,10005,15659,7791,T1&T2
39895,14750,1474,4545,1257,14712,688,T1&T2
6505,4168,627,1651,142,12021,842,T1&T2
259,10617,954,9330,2082,12933,6984,T1&T2
8127,10162,611,12495,6435,12440,38504,T1&T2
17915,5976,795,4121,7483,7402,50492,T1&T2
1276,3420,1242,9625,251,11810,605,T1&T2
14485,14796,942,2761,4326,15727,42281,T1&T2
33238,2939,1431,13490,7041,4645,12211,T1&T2
772,4724,1411,2889,2671,84,4904,T1&T2
29124,5262,356,1118,138,200,2844,T1&T2
12317,25087,1390,15356,19483,15195,62479,T1&T2
14841,17486,1482,22810,3975,15616,1074,T1&T2
35523,31662,1511,35845,6538,5073,14716,T1&T2
1277,9832,983,4902,133,3209,131,T1&T2
961,23610,1481,17986,4314,15067,12113,T1&T2
2832,1152,1010,44,73,70,6633,T1&T2
1480,16857,1418,9473,625,15789,73880,T1&T2
17789,17505,1434,11995,4898,287,24481,T1&T2
1305,3371,1290,4224,2027,476,23564,T1&T2
37955,1883,309,6257,736,116,533,T1&T2
2489,6579,1335,14496,75,15453,15315,T1&T2
39731,235,22,908,11,14901,7264,T1&T2
10457,826,1045,441,483,12180,59909,T1&T2
36839,38111,1441,13824,2438,13447,9059,T1&T2
2272,40886,1013,19370,3728,11329,554,T1&T2
2871,4310,236,20,13157,3060,70501,T1&T2
8782,3658,482,1318,1557,13896,1523,T1&T2
5486,4713,301,7410,966,2677,6394,T1&T2
707,7942,464,536,1520,1885,54477,T1&T2
7343,692,736,734,154,5136,7019,T1&T2
7251,2447,456,8632,566,281,132,T1&T2
1683,11272,900,29126,6289,777,4668,T1&T2
35621,24115,731,11797,1123,11520,418,T1&T2
38946,11887,1271,3349,4136,14329,4953,T1&T2
39994,2419,645,1377,2350,7907,19179,T1&T2
25991,3474,1513,14053,5389,10294,33693,T1&T2
656,10541,1184,547,3904,14421,71170,T1&T2
2394,4196,985,617,2249,3531,35489,T1&T2
219,8450,910,7024,290,15262,179,T1&T2
108,11094,1379,15415,4519,711,9626,T1&T2
1312,413,15,746,152,11031,1091,T1&T2
1052,1458,723,2064,892,5909,71389,T1&T2
28756,4452,148,1343,678,12967,2557,T1&T2
39358,29901,918,21210,4994,4722,373,T1&T2
6009,34336,1477,37364,3729,14385,1208,T1&T2
1302,12494,1356,15780,3533,14166,4754,T1&T2
3082,25402,546,13692,2491,330,5501,T1&T2
2236,5895,956,1387,6084,199,14815,T1&T2
239,8036,217,3014,725,1439,508,T1&T2
39471,54162,1393,36756,17125,8756,1059,T1&T2
87,773,1249,785,499,642,9251,T1&T2
23200,35897,1318,4782,5638,15649,3067,T1&T2
207,3391,632,7914,9705,5396,73033,T1&T2
5874,22463,1111,5472,7208,1565,57942,T1&T2
1917,4579,730,1745,4793,8417,31562,T1&T2
112,18370,982,4586,6877,2281,151,T1&T2
12518,21056,853,10546,11015,14867,68908,T1&T2
9658,5944,42,10967,3452,4506,49079,T1&T2
23180,4293,1015,4505,6331,271,61577,T1&T2
17753,24243,532,10191,10855,10136,16087,T1&T2
23279,52291,183,15633,8826,12811,287,T1&T2
26414,10818,738,6777,478,13875,1068,T1&T2
2392,3549,1298,3018,23391,15407,74199,T1&T2
1404,19572,1252,13116,5506,1088,11321,T1&T2
22705,10682,58,1246,922,1702,7748,T1&T2
35183,24063,1107,6274,710,15785,7139,T1&T2
776,4387,614,1207,1188,5420,29615,T1&T2
15850,5035,732,1822,1190,314,17433,T1&T2
28716,4926,603,839,1553,7605,8533,T1&T2
14956,24260,1371,24956,4567,609,2655,T1&T2
4273,4436,1275,3703,4062,10365,68326,T1&T2
32,3034,17,108,2111,1607,56277,T1&T2
780,5432,764,14522,1193,11577,27735,T1&T2
88,21837,1037,17211,17426,6454,13371,T1&T2
1514,10014,1210,3545,19087,11460,72717,T1&T2
523,10692,190,979,536,10826,6437,T1&T2
20185,24692,1078,17904,4937,15682,28005,T1&T2
1179,16888,1247,2971,11211,1716,20167,T1&T2
26652,34482,1173,28274,8400,13598,32174,T1&T2
39956,18878,687,8003,4125,10885,5628,T1&T2
1565,16748,1235,4724,12797,316,6106,T1&T2
13559,23963,1409,31455,9052,15694,10578,T1&T2
4954,16026,1308,16718,14888,1445,47496,T1&T2
19671,20990,196,3688,1655,8133,943,T1&T2
5135,26422,1262,15231,12350,11457,4183,T1&T2
1784,13899,1373,17588,3046,3286,906,T1&T2
128,7375,293,1612,1571,10370,4653,T1&T2
1728,7163,1148,506,5257,435,39431,T1&T2
1354,10761,638,9872,1552,14297,641,T1&T2
1506,31552,1331,18269,16034,14510,7105,T1&T2
36565,37247,1279,21006,7266,2844,239,T1&T2
30044,6073,702,2181,7128,13513,71138,T1&T2
31485,20858,130,7621,9303,672,1073,T1&T2
4076,48042,1396,8129,9660,1048,203,T1&T2
129,7438,515,158,963,14741,14590,T1&T2
2170,12722,1213,2444,713,1061,979,T1&T2
26859,19114,1516,6489,792,15679,135,T1&T2
1124,291,576,153,88,3078,366,T1&T2
52,109,8,128,9,11639,64369,T1&T2
49,764,1073,160,7250,351,56427,T1&T2
308,8888,35,11535,2808,3622,3652,T1&T2
33481,9537,870,9379,1663,795,40578,T1&T2
1360,7349,1293,3233,2387,93,3244,T1&T2
273,781,19,466,81,3173,2464,T1&T2
1575,19136,1352,25311,1745,2504,4244,T1&T2
3344,13211,213,15424,196,6651,279,T1&T2
8432,5723,324,1790,803,15199,5985,T1&T2
36663,1982,665,2346,677,8471,841,T1&T2
4203,22560,1325,2361,8348,15794,26233,T1&T2
28885,27813,667,10113,6693,15764,3151,T1&T2
2125,3047,860,12286,11906,7306,71560,T1&T2
11523,3329,209,8251,2258,3539,14441,T1&T2
322,15737,513,30806,9682,391,58562,T1&T2
4080,8641,1170,3080,1749,14102,4645,T1&T2
1120,19899,838,1871,2014,256,193,T1&T2
2366,40154,1139,17765,18471,318,36439,T1&T2
22303,4010,351,2673,8345,2429,57660,T1&T2
36574,20972,164,8950,1877,10982,39477,T1&T2
11952,2571,1203,3224,91,414,1660,T1&T2
677,1599,342,514,1402,15697,31928,T1&T2
3314,16944,1324,2454,16900,14622,73503,T1&T2
37531,5008,973,9049,2403,1963,13097,T1&T2
39661,6010,1006,15087,2970,11839,22883,T1&T2
34671,6041,1193,10790,2571,15096,49258,T1&T2
1423,10163,37,190,5870,3887,1040,T1&T2
8337,18865,1469,20465,6183,806,22938,T1&T2
783,6589,1004,4588,2538,15087,30452,T1&T2
41,2378,571,7552,1519,15392,73635,T1&T2
19001,20287,1542,38302,289,3676,115,T1&T2
29028,11473,1070,9703,27,13500,270,T1&T2
1507,21727,946,16733,3403,8215,1598,T1&T2
16698,7978,880,7163,1820,2343,527,T1&T2
30764,1039,111,1069,469,338,261,T1&T2
3502,16414,1218,15691,13521,847,66909,T1&T2
4736,4464,452,3858,970,15421,11104,T1&T2
3735,2126,468,272,234,8064,34366,T1&T2
39648,22128,415,19545,7125,15625,26339,T1&T2
6807,10123,1222,17449,7338,8194,63197,T1&T2
1329,12529,47,166,659,15761,30138,T1&T2
17190,5402,1424,4826,343,11483,737,T1&T2
945,4256,133,2854,1337,14733,9532,T1&T2
6389,1754,132,248,1101,245,6551,T1&T2
1819,437,59,85,117,5312,2899,T1&T2
17810,4505,783,2413,3435,95,17059,T1&T2
977,6952,1383,9202,10086,15720,66238,T1&T2
10340,2101,876,1902,1735,8688,46246,T1&T2
5828,15924,508,2020,1263,10165,3226,T1&T2
26233,20754,1162,14363,1074,12358,433,T1&T2
18771,10980,1104,11675,1382,15128,21458,T1&T2
502,18305,1295,14573,11130,4317,67393,T1&T2
1648,48824,547,14242,9968,14891,199,T1&T2
2601,8232,584,1282,93,14548,26524,T1&T2
12382,9897,1380,5399,2156,15784,251,T1&T2
180,9322,251,1091,8504,810,10568,T1&T2
1234,1053,13,480,320,94,2722,T1&T2
7525,3003,211,2732,9634,5595,19607,T1&T2
4556,25189,1272,6214,10613,7733,22902,T1&T2
39054,8700,612,9057,647,12001,1796,T1&T2
8603,3159,77,278,1009,10404,32704,T1&T2
1376,51970,1248,9803,12237,2950,231,T1&T2
522,6636,962,10543,5183,982,302,T1&T2
10529,7824,1284,7282,211,15045,837,T1&T2
276,1606,741,2782,3456,1349,796,T1&T2
24098,8077,475,232,2419,3893,38478,T1&T2
86,6988,1428,21768,52,3660,118,T1&T2
13603,3489,785,798,227,15778,586,T1&T2
674,16850,1076,4839,4969,252,751,T1&T2
29105,28115,500,9365,6778,436,15887,T1&T2
19518,12474,1274,15558,2132,15610,24776,T1&T2
39587,30200,1523,33547,13140,15369,13496,T1&T2
1448,21279,1385,10497,3275,6346,73770,T1&T2
16727,13242,1127,5492,7546,15710,6020,T1&T2
22106,7276,1030,6321,3829,153,11186,T1&T2
3905,307,65,31,1105,1427,6186,T1&T2
38359,1673,559,1507,1044,15667,4749,T1&T2
18942,22499,1479,3194,8474,14729,212,T1&T2
39170,22046,226,14300,4219,10972,12361,T1&T2
36715,17539,1490,13666,16649,4063,21660,T1&T2
22,10142,601,8694,1303,10932,28346,T1&T2
1132,2909,1427,15237,704,2157,556,T1&T2
30413,27308,1514,17071,16651,8714,49986,T1&T2
14049,1714,1067,1004,4570,12378,73970,T1&T2
140,16457,386,3801,3091,12404,9771,T1&T2
30232,20488,561,9609,5802,12806,3126,T1&T2
30171,3064,254,38,943,9751,2153,T1&T2
6775,3496,310,1113,36,14184,1007,T1&T2
430,14188,1493,21428,6478,132,1803,T1&T2
29409,30393,1002,26637,4043,5376,189,T1&T2
81,788,1058,2065,519,8222,61293,T1&T2
35359,15432,287,4398,1532,4399,144,T1&T2
8382,26751,531,6306,14927,7883,33542,T1&T2
22665,48599,1407,26582,14050,15504,21977,T1&T2
1214,14819,935,20121,1086,4418,30186,T1&T2
39366,5649,626,515,3135,7841,13172,T1&T2
3057,20145,485,3010,2143,136,410,T1&T2
38084,1620,364,69,925,2335,9659,T1&T2
22095,8213,178,3531,3839,15364,3556,T1&T2
29072,5014,503,101,1409,1080,30825,T1&T2
39419,12968,276,1717,3715,15502,25832,T1&T2
28036,12460,610,6285,5442,15638,413,T1&T2
5908,12123,1425,2038,2617,825,3381,T1&T2
5960,19304,296,6911,5750,10163,2248,T1&T2
17771,10423,861,594,5414,2468,45820,T1&T2
2827,25404,1052,11785,3906,14739,157,T1&T2
39999,22368,1430,8038,6041,14960,496,T1&T2
39475,14619,701,5712,3430,7065,372,T1&T2
22768,28145,619,19895,688,14846,110,T1&T2
34570,28251,868,34612,2933,902,579,T1&T2
150,6610,143,9009,2764,3467,34523,T1&T2
255,10193,1414,7048,279,220,389,T1&T2
15679,13547,1228,4246,630,15759,47235,T1&T2
33572,12534,801,4679,443,14837,1543,T1&T2
38960,15663,1112,29864,724,13613,1033,T1&T2
1149,4261,553,7984,2150,440,11122,T1&T2
1546,804,176,5956,153,3710,595,T1&T2
1413,3841,862,722,3314,112,7744,T1&T2
38458,18807,615,1422,3693,15466,56688,T1&T2
545,3860,951,19993,1667,15579,6845,T1&T2
344,8006,1381,8598,3324,2796,5564,T1&T2
1750,1818,294,1519,5877,14664,73262,T1&T2
7377,4444,346,1580,113,15493,814,T1&T2
12019,20980,1176,17023,1458,4925,3496,T1&T2
542,4107,1086,5461,520,1205,36603,T1&T2
34717,6694,899,2614,548,10088,6155,T1&T2
17290,5113,28,2033,1976,15705,5997,T1&T2
6086,1615,336,1575,458,3143,38937,T1&T2
5454,3637,896,501,1380,151,2677,T1&T2
20752,1402,139,828,6790,4328,57468,T1&T2
1177,707,246,236,431,1239,406,T1&T2
12254,21627,919,3353,2537,11745,21644,T1&T2
20304,1007,1043,1542,3432,1815,43702,T1&T2
39305,28992,903,22051,7405,15592,9166,T1&T2
6353,12914,751,13765,893,15593,567,T1&T2
39502,8304,363,3227,828,4217,2324,T1&T2
352,11656,847,2659,18196,12959,73084,T1&T2
29064,9511,389,18547,7296,2084,32524,T1&T2
22969,10837,405,5459,1842,15511,40765,T1&T2
948,7459,668,4947,6706,101,1714,T1&T2
1712,46294,1432,5140,15372,13394,499,T1&T2
1242,12136,772,775,4206,15731,64275,T1&T2
10102,13850,999,8750,3018,15714,320,T1&T2
10018,6990,674,1649,7709,15569,44690,T1&T2
37725,32531,885,6273,13768,11332,3629,T1&T2
33074,2552,1313,5526,6444,15127,70711,T1&T2
21751,7409,1350,8171,6775,122,6716,T1&T2
4254,8045,39,6994,104,13975,11095,T1&T2
224,1827,682,2524,881,232,28243,T1&T2
3590,917,1175,7181,744,1912,30544,T1&T2
39,16531,995,921,1194,12079,160,T1&T2
21908,4573,1163,751,1985,1632,17143,T1&T2
11958,29137,1214,28637,14470,7173,53397,T1&T2
1639,23505,333,291,8720,14856,44303,T1&T2
365,13784,1035,4544,8955,10694,55790,T1&T2
22055,2409,339,71,215,4852,1458,T1&T2
12944,13266,1416,4389,17818,15538,72199,T1&T2
39969,24893,1436,13644,3357,10627,36612,T1&T2
39835,10653,1517,11839,6843,13563,41965,T1&T2
39908,3001,83,185,565,12982,4021,T1&T2
214,1391,87,304,1731,657,72436,T1&T2
24504,28385,1153,7430,12975,11824,30432,T1&T2
12116,10151,1257,4125,5362,800,16657,T1&T2
33444,1427,560,7655,476,3541,345,T1&T2
35961,17337,625,14436,3168,7767,4294,T1&T2
4855,13576,256,23966,1265,13360,4630,T1&T2
22221,19798,198,7258,2841,8824,109,T1&T2
8016,17800,598,1140,9713,15704,62825,T1&T2
24325,18424,656,6079,2392,8067,754,T1&T2
4528,9290,621,8550,10209,14749,18260,T1&T2
1251,7853,1362,1355,1600,2616,1443,T1&T2
937,8500,291,290,125,15272,6701,T1&T2
13259,7618,886,9733,4084,118,28854,T1&T2
8974,1203,1133,1094,904,13673,4713,T1&T2
578,40974,1392,33748,6046,3047,1578,T1&T2
39945,15938,938,5521,158,14405,1831,T1&T2
1751,7874,403,737,3708,75,55879,T1&T2
11050,5811,949,381,1128,1818,12334,T1&T2
6539,18093,1453,4181,2613,1960,474,T1&T2
36535,32030,1120,17180,13711,15505,34668,T1&T2
21901,17148,1205,12652,1071,15770,8620,T1&T2
3076,15963,1198,10559,1831,147,1205,T1&T2
19986,3449,913,6800,351,15580,6530,T1&T2
14561,4428,1223,1403,2681,264,73001,T1&T2
31170,10628,105,1431,4135,5864,37731,T1&T2
34393,29173,1031,3914,7233,2700,11849,T1&T2
2113,16536,1185,18825,6440,2485,18718,T1&T2
2059,1278,484,1702,745,2293,71935,T1&T2
20434,29934,1448,29170,9844,9648,25818,T1&T2
34,1099,81,460,47,5410,19910,T1&T2
39450,25565,1369,19961,2863,15750,3928,T1&T2
11518,8265,563,3458,1025,13871,21846,T1&T2
95,1551,1054,3931,71,130,361,T1&T2
475,1817,534,1103,507,8863,921,T1&T2
215,2474,1254,5319,9089,107,72794,T1&T2
38167,6296,1276,7260,3998,15311,33809,T1&T2
39923,20162,1000,8417,9425,3171,6146,T1&T2
5568,17970,852,8034,4659,2379,10033,T1&T2
32630,24465,1126,15684,10650,11039,185,T1&T2
1539,6662,530,2609,12787,124,16420,T1&T2
10808,2445,1259,8257,162,1035,1347,T1&T2
11458,26471,883,10811,12371,6321,1323,T1&T2
19483,14057,207,663,1759,14233,13968,T1&T2
59,21951,214,10898,9551,3863,4831,T1&T2
39934,4501,327,4412,687,14586,152,T1&T2
3152,6159,441,5193,795,14769,310,T1&T2
12472,14693,1065,11665,7904,67,37368,T1&T2
23411,21611,1346,26853,1874,15418,13309,T1&T2
27171,10499,555,14821,2081,14485,14587,T1&T2
34445,5050,313,1928,3079,3814,3790,T1&T2
34006,5738,768,5575,197,15771,6237,T1&T2
913,256,92,6,245,482,53697,T1&T2
11391,3363,270,725,2665,1850,5527,T1&T2
39943,45525,1199,23357,20231,14354,52780,T1&T2
116,12348,1366,15437,508,15462,263,T1&T2
12727,3627,1023,2718,804,13923,205,T1&T2
1835,26729,421,4062,295,15706,158,T1&T2
63,4002,244,2189,766,15746,27817,T1&T2
978,26105,371,8185,6559,8652,1124,T1&T2
2313,15102,1345,30250,14517,13111,20034,T1&T2
24187,25751,590,8581,1777,3449,1422,T1&T2
30499,31996,1406,26481,5376,15486,5019,T1&T2
33950,7404,705,12602,5075,15611,216,T1&T2
39308,10839,784,4072,2906,8255,16455,T1&T2
11284,13136,345,8161,2935,3079,154,T1&T2
876,11267,1028,18436,6747,313,25152,T1&T2
1899,2231,21,157,423,11109,3146,T1&T2
35990,17267,504,7952,15224,6685,70840,T1&T2
22884,3575,1026,7392,2774,12189,9926,T1&T2
1635,17164,644,3663,882,3160,276,T1&T2
153,16361,358,8551,5342,6226,17932,T1&T2
4623,16314,448,3240,7736,13294,27446,T1&T2
36395,15590,1315,403,2206,13627,37850,T1&T2
73,25889,1057,6041,7184,15636,2691,T1&T2
7514,5699,760,1016,747,119,929,T1&T2
32929,1824,849,16445,218,14936,44252,T1&T2
728,5885,554,1342,4980,2681,29978,T1&T2
17153,686,877,2699,66,15426,3863,T1&T2
5459,1406,1044,4516,5700,12279,52828,T1&T2
13545,11431,1109,1663,3495,1137,244,T1&T2
4087,17640,566,3683,1213,8415,2678,T1&T2
34140,2878,587,2290,3279,8808,63770,T1&T2
8439,2120,519,2160,419,1422,58262,T1&T2
5050,3319,545,1161,43,325,184,T1&T2
1764,798,318,9,465,163,26318,T1&T2
712,6190,359,1559,6394,830,37133,T1&T2
39712,17727,1266,4442,4399,15661,50487,T1&T2
36275,28718,550,12244,12313,727,47932,T1&T2
36685,9625,1467,6036,2965,15700,69909,T1&T2
100,2114,1022,1561,10306,2191,70922,T1&T2
375,2582,871,708,1934,13251,13842,T1&T2
38069,4367,1401,907,283,5071,32541,T1&T2
6393,7849,189,2595,653,14227,54678,T1&T2
6222,39642,1178,3111,17712,14952,70482,T1&T2
2547,6998,622,10203,1788,15675,34146,T1&T2
39197,31452,1200,9399,3274,15209,50154,T1&T2
30842,15034,1217,530,2638,3797,40450,T1&T2
6283,2260,758,3096,470,5328,52691,T1&T2
521,4001,1016,972,8976,2099,24344,T1&T2
2485,44479,1534,15522,10437,12397,252,T1&T2
5714,17380,1389,20709,9258,14315,1672,T1&T2
17799,13436,325,5142,77,1710,1179,T1&T2
34117,8345,840,167,1023,15296,21325,T1&T2
34599,3000,75,3461,80,15084,513,T1&T2
319,13812,1177,6339,6926,10006,16369,T1&T2
26782,6731,1083,2467,3784,686,7539,T1&T2
10715,4957,1066,22046,4207,12424,72639,T1&T2
4725,38707,1505,19929,15389,11183,69803,T1&T2
34093,6163,33,2124,87,2211,955,T1&T2
29197,11099,790,12596,1594,9970,642,T1&T2
2498,10410,269,2489,3860,15149,41511,T1&T2
25373,5941,662,2176,1972,15635,54638,T1&T2
27671,3257,274,5999,1597,2043,9638,T1&T2
15459,2509,558,8174,308,683,391,T1&T2
4036,16093,158,15810,4987,15050,1797,T1&T2
38636,17302,288,1893,4198,15428,5670,T1&T2
17098,591,113,271,1504,2292,6407,T1&T2
1743,13002,1287,2082,10173,15302,29564,T1&T2
3360,20279,334,22186,624,1038,1089,T1&T2
8959,6066,939,5583,442,858,11696,T1&T2
30013,2096,1256,5598,2261,207,153,T1&T2
11380,20402,1263,15625,14711,13176,12795,T1&T2
26042,9244,284,4401,1339,4488,14185,T1&T2
2795,12085,444,4091,5112,6646,8064,T1&T2
540,5801,521,1552,2959,11220,16245,T1&T2
11787,6495,262,4495,1933,2007,29533,T1&T2
4758,2833,455,2168,250,2353,3560,T1&T2
213,2336,397,4279,1512,3037,67607,T1&T2
3499,14095,432,10882,8056,5007,1648,T1&T2
623,2427,901,2840,2334,829,4445,T1&T2
477,1986,1140,1158,1718,2017,69315,T1&T2
